transaction_id,transaction_amount,transaction_hour,customer_age,account_age_days,num_previous_transactions,payment_method,device_type,distance_from_home_km,merchant_category,num_items,is_first_purchase,shipping_billing_match,customer_gender,day_of_week,avg_transaction_value_last_30_days,is_fraud
77062,4.95,15,33,2015,9,wallet,mobile,24.86,digital_goods,5,0,1,M,Monday,6.87,0
77063,50.51,13,39,1023,20,credit_card,mobile,5.08,groceries,2,0,1,M,Wednesday,45.02,0
77064,26.17,12,45,2401,15,debit_card,mobile,15.53,home,1,0,1,F,Thursday,36.41,0
77065,11.61,4,61,2249,17,credit_card,tablet,14.89,groceries,1,0,1,F,Saturday,13.3,0
77066,16.87,11,46,760,6,credit_card,desktop,2.74,beauty,3,0,0,M,Friday,15.6,0
77067,27.41,2,52,2645,12,debit_card,mobile,3.78,electronics,3,0,1,F,Wednesday,23.53,0
77068,88.6,11,44,351,14,wallet,tablet,56.02,toys,3,0,1,F,Wednesday,123.95,0
77069,2.13,12,18,145,15,credit_card,desktop,1.65,home,1,0,0,M,Thursday,2.3,0
77070,41.2,5,62,2840,8,credit_card,mobile,51.3,clothing,2,0,1,F,Saturday,46.7,0
77071,155.36,6,23,2348,13,credit_card,mobile,5.19,digital_goods,4,0,1,M,Wednesday,212.81,0
77072,13.27,18,37,1872,19,credit_card,desktop,3.97,groceries,6,0,1,M,Sunday,17.47,0
77073,63.31,7,65,667,7,debit_card,tablet,1.74,home,1,0,0,F,Friday,62.1,1
77074,58.64,14,64,1692,22,debit_card,desktop,5.3,toys,1,0,1,M,Sunday,78.61,0
77075,196.63,5,73,713,15,credit_card,tablet,25.11,electronics,4,0,1,F,Wednesday,168.27,0
77076,37.89,7,31,2832,12,credit_card,tablet,0.19,home,2,0,1,F,Friday,24.64,0
77077,60.55,0,18,808,18,credit_card,mobile,2.98,home,1,1,1,M,Saturday,,0
77078,86.95,11,28,296,17,paypal,desktop,4.3,digital_goods,3,0,1,F,Friday,64.51,0
77079,55.55,17,36,680,11,wallet,desktop,0.62,clothing,2,0,1,F,Friday,68.64,0
77080,12.27,2,29,1790,13,credit_card,mobile,19.59,travel,1,0,1,Other,Tuesday,9.76,0
77081,14.46,20,28,3128,20,paypal,tablet,84.15,groceries,2,0,1,M,Saturday,19.56,0
77082,39.15,6,69,2780,23,debit_card,desktop,17.12,electronics,3,0,1,F,Sunday,31.24,0
77083,71.34,10,58,2697,17,wallet,desktop,48.06,electronics,1,0,1,F,Saturday,58.8,0
77084,42.02,16,60,95,19,paypal,tablet,17.74,clothing,1,0,1,F,Thursday,54.21,0
77085,10.63,19,54,1231,8,credit_card,desktop,46.83,clothing,1,0,1,F,Thursday,12.29,0
77086,23.45,15,66,3209,5,paypal,mobile,0.36,electronics,3,0,1,M,Sunday,29.73,0
77087,7.49,6,29,2321,10,credit_card,tablet,2.9,travel,3,0,1,M,Saturday,9.36,0
77088,53.94,7,72,2917,10,paypal,mobile,0.83,home,3,0,1,F,Tuesday,56.62,0
77089,216.9,20,65,116,15,credit_card,desktop,7.39,electronics,4,0,1,Other,Saturday,159.21,0
77090,50.75,9,34,2663,17,debit_card,mobile,10.78,beauty,3,0,1,F,Thursday,56.18,1
77091,4.24,19,42,1453,18,credit_card,mobile,2.58,electronics,2,0,1,F,Sunday,3.73,0
77092,33.28,4,44,1405,20,debit_card,desktop,12.74,clothing,3,0,1,M,Saturday,32.48,0
77093,29.53,4,33,3419,19,paypal,mobile,44.11,beauty,2,0,1,F,Friday,32.55,0
77094,17.63,6,26,1008,14,credit_card,desktop,42.27,groceries,5,0,1,M,Tuesday,20.84,0
77095,3.88,22,67,3552,14,credit_card,mobile,21.65,groceries,4,0,1,Other,Monday,3.94,0
77096,48.35,23,45,2002,14,debit_card,mobile,1.36,electronics,2,0,1,F,Thursday,30.12,0
77097,77.29,0,46,26,15,credit_card,mobile,0.54,toys,3,1,1,F,Saturday,,1
77098,12.38,9,31,704,9,debit_card,tablet,8.78,electronics,2,0,1,F,Thursday,11.82,0
77099,12.26,18,38,3326,18,debit_card,tablet,19.45,groceries,2,0,1,M,Tuesday,13.56,0
77100,21.81,9,50,589,12,wallet,tablet,30.63,electronics,3,0,0,F,Saturday,16.92,0
77101,171.18,6,58,1524,18,credit_card,mobile,16.04,clothing,4,0,1,F,Wednesday,139.79,0
77102,22.57,16,72,1751,20,debit_card,desktop,5.75,beauty,2,0,1,M,Monday,23.96,0
77103,13.93,18,30,3101,13,credit_card,desktop,1.37,clothing,4,0,1,F,Saturday,19.25,0
77104,20.1,23,32,1712,21,credit_card,mobile,4.75,digital_goods,4,0,1,M,Saturday,18.32,0
77105,53.46,3,40,137,16,credit_card,desktop,33.44,home,4,0,1,F,Thursday,62.59,0
77106,3.96,7,59,3060,15,credit_card,mobile,6.93,home,4,0,1,M,Thursday,3.3,0
77107,23.76,0,40,1927,17,credit_card,mobile,11.58,clothing,5,0,0,M,Thursday,26.1,0
77108,21.16,23,19,555,18,credit_card,desktop,60.21,electronics,3,0,1,F,Friday,28.35,0
77109,26.89,22,50,136,17,credit_card,desktop,4.07,groceries,2,0,1,M,Thursday,30.01,0
77110,14.94,2,58,1880,11,credit_card,desktop,4.34,home,3,0,1,M,Tuesday,10.11,0
77111,7.92,10,46,887,22,credit_card,mobile,5.2,clothing,2,0,1,M,Thursday,11.07,0
77112,76.12,22,67,338,14,debit_card,tablet,4.04,digital_goods,3,0,1,F,Sunday,60.66,1
77113,4.77,20,23,2892,14,debit_card,tablet,44.66,clothing,5,0,1,M,Saturday,4.78,0
77114,143.27,11,40,3384,10,debit_card,desktop,18.2,electronics,2,0,1,F,Sunday,88.65,0
77115,42.43,21,32,2373,13,debit_card,mobile,14.88,travel,3,0,1,F,Tuesday,44.1,0
77116,59.22,8,48,2230,15,credit_card,mobile,7.27,electronics,5,0,1,F,Thursday,44.3,0
77117,31.92,6,56,3581,9,credit_card,tablet,8.82,digital_goods,1,0,1,M,Thursday,28.16,0
77118,97.35,10,24,1348,17,paypal,mobile,22.92,groceries,3,0,1,F,Wednesday,89.29,0
77119,51.23,15,19,402,11,paypal,mobile,0.98,clothing,2,0,1,F,Tuesday,49.24,0
77120,110.47,0,36,2386,11,credit_card,desktop,10.21,groceries,3,0,1,Other,Monday,110.09,0
77121,69.83,9,54,2760,15,credit_card,mobile,8.87,electronics,1,0,1,F,Tuesday,69.1,0
77122,91.64,10,45,1265,19,credit_card,mobile,6.55,clothing,6,0,1,M,Thursday,124.2,0
77123,14.66,0,24,2809,19,credit_card,desktop,19.9,toys,3,0,1,F,Wednesday,11.02,0
77124,20.48,0,63,1599,17,debit_card,desktop,9.53,digital_goods,1,0,1,M,Saturday,13.79,0
77125,30.45,12,62,507,16,credit_card,mobile,14.48,groceries,1,0,1,Other,Thursday,27.14,0
77126,30.07,19,48,1881,14,credit_card,mobile,2.88,electronics,1,0,1,M,Friday,41.97,0
77127,53.27,19,59,2391,18,debit_card,tablet,36.84,home,5,0,1,F,Tuesday,50.6,0
77128,14.16,6,74,641,14,debit_card,mobile,5.06,groceries,3,0,1,M,Friday,9.94,0
77129,29.78,18,43,2587,18,credit_card,desktop,8.1,electronics,4,0,1,M,Friday,25.51,0
77130,56.1,17,49,2479,20,wallet,desktop,3.12,home,5,0,1,M,Friday,55.51,0
77131,4.41,15,21,806,14,credit_card,mobile,1.84,clothing,4,0,1,F,Thursday,4.85,0
77132,86.21,3,33,1525,8,debit_card,mobile,5.86,beauty,1,0,1,F,Saturday,83.21,0
77133,231.6,7,23,344,19,credit_card,mobile,8.14,groceries,3,0,1,M,Monday,285.73,0
77134,12.0,11,47,2583,20,credit_card,tablet,0.8,home,2,0,1,F,Wednesday,12.91,0
77135,131.59,0,34,3130,15,credit_card,tablet,5.03,clothing,1,0,1,M,Saturday,113.62,0
77136,37.58,2,28,2297,15,debit_card,mobile,1.04,beauty,6,0,1,F,Sunday,34.48,0
77137,12.36,18,74,1012,12,wallet,mobile,0.52,toys,2,0,1,M,Thursday,13.47,0
77138,68.56,19,37,2499,16,paypal,mobile,2.63,electronics,2,0,1,F,Sunday,79.81,0
77139,208.44,14,35,1176,15,paypal,desktop,33.13,clothing,2,0,1,M,Sunday,152.96,0
77140,20.02,11,68,604,6,credit_card,mobile,3.11,home,6,0,1,M,Monday,16.42,0
77141,10.32,7,36,3175,22,debit_card,mobile,3.01,beauty,3,0,1,F,Tuesday,7.57,0
77142,3.21,18,58,1425,10,credit_card,mobile,1.19,electronics,3,0,0,M,Wednesday,2.14,0
77143,25.93,0,72,1396,11,credit_card,mobile,17.86,electronics,3,0,1,,Sunday,16.56,0
77144,35.28,3,44,2325,14,debit_card,mobile,16.98,groceries,2,0,1,M,Sunday,48.7,0
77145,183.88,1,52,1518,17,credit_card,mobile,16.35,groceries,6,0,0,M,Monday,237.79,0
77146,192.58,11,56,3505,22,credit_card,tablet,7.6,travel,3,0,1,M,Friday,180.63,0
77147,15.44,15,56,790,20,wallet,desktop,39.85,groceries,2,0,1,M,Thursday,20.08,0
77148,67.2,19,49,1342,11,paypal,mobile,4.4,clothing,2,0,1,M,Friday,70.84,0
77149,9.48,21,24,388,16,debit_card,desktop,2.76,digital_goods,8,0,1,M,Monday,12.51,0
77150,32.23,23,24,2142,25,paypal,mobile,11.63,electronics,3,0,1,F,Monday,39.42,0
77151,26.31,15,22,367,17,debit_card,tablet,31.42,groceries,2,0,1,F,Friday,31.03,0
77152,12.48,3,72,155,22,debit_card,desktop,2.37,home,3,0,1,F,Saturday,10.53,0
77153,26.57,15,74,216,13,credit_card,desktop,40.28,beauty,5,0,0,M,Wednesday,29.87,0
77154,69.62,21,65,1807,14,paypal,tablet,30.74,clothing,2,0,1,F,Friday,92.64,0
77155,89.69,7,35,2761,16,credit_card,mobile,31.23,electronics,4,0,1,Other,Sunday,85.01,0
77156,25.92,13,65,2936,16,wallet,mobile,2.21,electronics,3,0,1,M,Monday,19.56,0
77157,27.47,22,61,762,14,credit_card,desktop,10.47,home,4,0,1,M,Friday,35.1,0
77158,4.76,22,47,254,9,debit_card,desktop,11.67,beauty,5,0,0,M,Monday,5.68,0
77159,39.4,1,21,1069,15,credit_card,mobile,14.35,clothing,2,0,1,M,Monday,34.46,0
77160,22.98,6,56,2058,15,credit_card,mobile,8.75,home,3,0,1,F,Sunday,24.38,0
77161,27.37,10,29,290,19,credit_card,desktop,16.57,electronics,4,0,1,M,Thursday,26.44,0
77162,18.52,5,50,1461,16,credit_card,mobile,13.88,groceries,1,0,1,F,Tuesday,24.87,0
77163,11.6,20,34,2600,13,credit_card,mobile,38.42,beauty,2,0,1,F,Sunday,16.12,0
77164,12.51,21,59,3215,20,credit_card,mobile,49.6,digital_goods,3,1,1,,Sunday,,0
77165,15.23,23,73,1217,19,debit_card,mobile,5.11,digital_goods,1,0,1,M,Friday,20.06,0
77166,7.95,13,49,33,13,debit_card,desktop,26.58,clothing,1,0,0,M,Tuesday,5.76,0
77167,40.1,19,73,2453,17,credit_card,mobile,4.54,digital_goods,1,0,1,F,Wednesday,50.37,0
77168,52.48,1,71,232,18,debit_card,mobile,1.09,home,1,0,1,F,Wednesday,71.38,0
77169,26.11,16,65,2964,13,credit_card,tablet,18.19,digital_goods,6,0,1,M,Wednesday,18.38,0
77170,35.76,4,36,891,11,credit_card,desktop,6.87,home,1,0,1,F,Tuesday,31.33,0
77171,23.82,14,30,2843,12,credit_card,mobile,2.1,digital_goods,3,0,1,M,Saturday,18.76,0
77172,93.91,7,39,1511,17,credit_card,mobile,0.3,groceries,4,0,1,F,Monday,87.79,0
77173,31.63,3,73,3110,12,wallet,mobile,1.23,clothing,5,0,1,Other,Monday,26.27,0
77174,39.55,7,56,651,16,paypal,mobile,23.63,electronics,3,0,1,F,Monday,25.2,0
77175,66.93,4,62,3366,18,credit_card,tablet,13.51,groceries,4,0,1,F,Saturday,43.89,0
77176,29.26,6,45,910,19,credit_card,mobile,4.72,groceries,3,0,1,F,Friday,37.67,0
77177,120.68,17,51,85,9,credit_card,tablet,62.66,clothing,1,0,1,F,Thursday,78.99,0
77178,15.41,8,35,2797,7,wallet,mobile,3.05,electronics,3,0,1,,Monday,13.18,0
77179,168.35,3,57,3324,10,debit_card,desktop,4.49,home,2,0,1,F,Saturday,187.43,0
77180,24.61,16,43,1865,21,paypal,mobile,31.36,digital_goods,1,0,1,F,Monday,15.75,0
77181,15.6,1,23,2209,18,credit_card,mobile,1.27,electronics,5,0,1,M,Sunday,12.47,0
77182,6.24,23,26,3619,16,debit_card,desktop,3.65,groceries,9,0,1,F,Saturday,7.22,0
77183,71.63,9,49,3641,12,credit_card,mobile,0.24,electronics,3,0,1,M,Monday,80.62,0
77184,20.79,10,40,686,16,debit_card,desktop,8.97,electronics,3,0,0,F,Wednesday,28.13,0
77185,34.59,16,41,1480,17,paypal,mobile,2.91,clothing,1,1,1,M,Saturday,,0
77186,38.91,22,27,1239,15,credit_card,desktop,41.74,electronics,4,0,1,F,Sunday,31.64,0
77187,18.4,12,61,1982,20,wallet,mobile,26.38,travel,8,1,0,M,Monday,,0
77188,87.65,5,35,266,7,paypal,desktop,0.66,toys,1,0,1,F,Saturday,56.0,1
77189,47.22,20,58,2333,15,wallet,mobile,4.56,clothing,1,0,1,F,Tuesday,46.09,0
77190,12.79,8,42,3216,18,wallet,desktop,24.38,toys,3,0,1,M,Monday,7.76,0
77191,7.81,12,63,2227,11,debit_card,mobile,13.45,travel,4,0,1,F,Saturday,7.6,0
77192,65.45,3,40,1846,22,paypal,mobile,2.07,beauty,1,0,1,M,Tuesday,90.25,0
77193,23.55,12,62,4,16,wallet,mobile,34.74,clothing,4,1,1,Other,Wednesday,,1
77194,60.21,12,20,3141,19,paypal,desktop,15.98,travel,3,0,1,F,Friday,52.08,0
77195,23.34,18,35,1205,11,paypal,tablet,19.3,travel,3,0,1,F,Tuesday,24.08,0
77196,37.05,1,60,2739,12,credit_card,tablet,13.25,electronics,2,0,1,F,Tuesday,48.22,0
77197,67.05,20,60,1135,13,credit_card,mobile,118.03,groceries,4,0,1,F,Sunday,78.53,0
77198,6.68,19,20,771,9,credit_card,mobile,6.01,clothing,1,0,1,F,Saturday,4.47,0
77199,161.76,11,70,1188,12,debit_card,tablet,24.14,home,1,0,1,M,Saturday,195.61,0
77200,43.62,2,45,1150,19,paypal,mobile,3.38,travel,4,0,1,M,Saturday,40.82,0
77201,3.88,0,32,1180,11,debit_card,desktop,27.71,home,5,0,1,M,Thursday,5.34,0
77202,115.37,9,53,2245,13,paypal,mobile,1.87,digital_goods,3,0,1,F,Saturday,89.01,0
77203,80.53,21,57,2645,11,credit_card,desktop,15.9,electronics,5,0,1,F,Friday,97.64,0
77204,24.78,2,69,453,14,wallet,desktop,8.45,digital_goods,4,0,1,M,Sunday,16.54,0
77205,121.0,13,66,600,12,debit_card,desktop,7.85,beauty,2,0,0,M,Monday,152.11,0
77206,15.82,2,54,3022,18,credit_card,desktop,36.04,travel,6,0,1,F,Wednesday,21.97,0
77207,26.31,12,51,3427,16,wallet,desktop,4.67,digital_goods,5,0,0,F,Monday,16.12,0
77208,312.45,17,43,3021,19,credit_card,mobile,21.36,beauty,1,0,1,F,Thursday,322.52,0
77209,50.44,0,24,368,17,credit_card,tablet,4.57,travel,3,0,1,F,Tuesday,52.52,0
77210,88.58,18,74,1069,12,debit_card,tablet,0.11,groceries,2,0,1,F,Wednesday,95.04,0
77211,67.82,19,38,77,7,debit_card,mobile,19.22,clothing,6,0,1,F,Thursday,48.71,1
77212,7.49,22,58,283,13,credit_card,mobile,18.67,electronics,5,0,1,F,Saturday,8.97,1
77213,40.41,2,54,2224,16,debit_card,desktop,16.96,travel,4,0,1,F,Tuesday,39.01,0
77214,36.86,13,61,2702,18,paypal,desktop,22.44,groceries,4,0,0,M,Tuesday,28.08,0
77215,98.08,13,20,2143,13,paypal,mobile,3.28,electronics,5,0,1,,Wednesday,65.33,0
77216,134.41,2,63,1540,20,credit_card,desktop,20.09,travel,3,0,1,M,Friday,126.51,0
77217,108.83,22,44,2629,16,wallet,desktop,3.3,clothing,1,0,1,F,Wednesday,148.35,0
77218,18.67,13,19,580,16,credit_card,mobile,6.55,clothing,6,0,1,M,Sunday,16.09,0
77219,7.12,2,73,3600,14,wallet,mobile,4.34,electronics,1,0,0,F,Friday,7.35,1
77220,49.39,12,33,994,14,debit_card,mobile,22.64,electronics,4,0,1,F,Wednesday,48.24,0
77221,27.42,23,63,1945,15,debit_card,desktop,22.83,electronics,7,0,1,Other,Tuesday,33.61,0
77222,10.47,0,29,1988,14,wallet,mobile,18.58,beauty,3,0,1,M,Monday,8.91,0
77223,14.94,16,46,78,7,debit_card,mobile,29.36,home,3,0,1,Other,Wednesday,17.56,0
77224,28.25,21,31,356,15,debit_card,desktop,3.97,home,3,0,1,F,Saturday,33.12,0
77225,38.79,0,63,2649,13,wallet,mobile,19.56,groceries,2,0,1,M,Tuesday,38.63,0
77226,17.18,4,37,2700,12,paypal,mobile,4.3,clothing,2,0,0,M,Thursday,16.82,0
77227,29.49,8,69,3640,17,credit_card,mobile,4.45,travel,4,0,0,F,Wednesday,28.81,0
77228,27.86,23,68,3554,18,credit_card,desktop,32.96,electronics,1,0,1,M,Tuesday,37.96,0
77229,39.44,3,35,3089,16,paypal,desktop,15.08,groceries,4,1,1,M,Saturday,,0
77230,11.29,14,33,1821,14,paypal,desktop,49.52,beauty,2,0,1,M,Saturday,14.62,0
77231,14.91,20,36,531,9,paypal,desktop,12.19,electronics,4,0,1,F,Thursday,18.86,1
77232,115.42,3,48,1666,15,credit_card,mobile,19.15,toys,4,0,1,M,Friday,71.08,0
77233,23.13,10,32,3481,18,credit_card,mobile,14.08,clothing,5,0,0,F,Sunday,30.33,0
77234,48.25,6,27,1502,14,wallet,desktop,15.76,home,2,0,1,F,Monday,34.57,0
77235,8.86,18,71,1617,9,debit_card,desktop,17.65,beauty,6,0,1,M,Sunday,7.42,0
77236,98.27,9,64,893,17,credit_card,tablet,31.34,clothing,1,0,1,Other,Sunday,112.87,0
77237,94.78,10,46,1179,8,credit_card,desktop,13.95,beauty,5,0,1,F,Saturday,124.37,0
77238,40.4,1,49,2034,11,credit_card,tablet,26.43,clothing,1,0,1,F,Thursday,48.65,0
77239,16.22,14,19,2808,26,credit_card,mobile,59.31,electronics,1,0,1,F,Tuesday,14.54,0
77240,7.13,3,31,1200,12,credit_card,mobile,17.46,digital_goods,5,0,1,F,Friday,7.04,0
77241,291.29,12,55,2696,21,paypal,mobile,7.13,travel,1,0,1,F,Friday,276.45,0
77242,19.98,6,50,1713,13,credit_card,mobile,1.24,beauty,1,0,1,M,Thursday,13.49,0
77243,7.14,8,70,939,18,credit_card,mobile,3.67,electronics,2,0,1,M,Thursday,6.14,0
77244,16.5,21,60,2273,12,credit_card,desktop,27.68,clothing,1,0,1,M,Wednesday,16.85,0
77245,44.67,15,56,3576,13,debit_card,desktop,9.04,home,5,1,1,Other,Thursday,,0
77246,8.61,6,56,2328,15,credit_card,desktop,27.2,digital_goods,1,0,1,M,Thursday,10.93,0
77247,16.6,14,69,1850,15,debit_card,mobile,33.86,clothing,4,0,1,M,Wednesday,22.52,0
77248,7.09,5,33,497,13,paypal,mobile,9.69,home,3,0,1,F,Sunday,6.99,0
77249,126.88,2,29,3090,21,credit_card,mobile,4.48,digital_goods,5,0,1,F,Saturday,92.27,0
77250,27.58,18,69,952,11,credit_card,desktop,15.1,clothing,1,0,1,M,Tuesday,27.05,0
77251,7.01,0,55,3415,13,credit_card,desktop,11.12,electronics,4,0,1,F,Monday,9.1,1
77252,12.18,10,61,770,14,debit_card,mobile,3.31,beauty,1,0,1,M,Saturday,8.95,0
77253,15.72,16,65,2072,16,credit_card,mobile,38.47,digital_goods,6,0,1,Other,Saturday,20.67,0
77254,30.66,21,65,3120,12,debit_card,tablet,6.16,digital_goods,2,0,1,F,Tuesday,38.17,0
77255,12.04,5,66,233,11,credit_card,tablet,4.68,clothing,3,0,1,,Sunday,11.17,0
77256,20.8,14,41,3412,11,credit_card,mobile,0.19,digital_goods,2,0,1,M,Wednesday,22.52,0
77257,15.84,21,65,3216,19,debit_card,desktop,34.84,electronics,2,0,1,M,Saturday,14.42,0
77258,7.12,13,56,2525,23,debit_card,desktop,25.54,travel,2,0,1,M,Sunday,6.55,0
77259,12.0,20,61,2580,15,debit_card,desktop,21.33,clothing,3,0,1,F,Monday,14.32,0
77260,9780.31,10,44,594,24,credit_card,desktop,14.9,groceries,4,0,1,F,Monday,9.29,0
77261,8.85,2,41,3319,20,credit_card,mobile,4.8,clothing,3,0,1,Other,Friday,9.58,0
77262,7.07,0,27,2130,18,credit_card,mobile,4.34,travel,3,0,1,M,Tuesday,6.65,0
77263,16.52,14,29,2583,21,credit_card,mobile,14.13,beauty,3,0,1,M,Friday,18.64,0
77264,71.14,6,52,2312,19,credit_card,desktop,3.79,toys,6,0,1,F,Monday,69.74,0
77265,25.84,18,22,553,13,debit_card,mobile,5.72,clothing,2,0,1,M,Monday,20.33,0
77266,1.24,20,32,1757,12,credit_card,desktop,2.29,electronics,1,0,1,F,Monday,1.11,0
77267,82.28,0,39,833,11,debit_card,desktop,5.34,clothing,2,0,1,Other,Thursday,88.29,0
77268,14.98,17,61,2409,13,credit_card,mobile,5.64,electronics,1,0,1,M,Wednesday,16.23,0
77269,126.21,10,36,2925,21,debit_card,mobile,3.35,beauty,3,0,1,F,Monday,169.19,0
77270,67.14,9,49,890,14,paypal,mobile,25.45,groceries,2,0,1,F,Sunday,58.01,0
77271,22.05,8,28,944,14,credit_card,desktop,14.68,electronics,1,0,1,F,Tuesday,13.85,0
77272,24.65,1,66,1260,15,debit_card,desktop,29.54,electronics,4,0,1,M,Saturday,27.05,0
77273,9.57,6,73,2939,16,credit_card,desktop,5.5,travel,3,0,1,,Monday,5.93,0
77274,57.48,0,21,819,16,credit_card,mobile,8.14,beauty,1,0,1,M,Monday,62.49,0
77275,150.89,3,38,994,18,credit_card,tablet,28.86,travel,3,0,1,F,Monday,169.19,0
77276,14.48,13,52,1685,20,credit_card,desktop,3.52,groceries,1,0,1,F,Thursday,13.12,0
77277,16.4,11,49,524,8,wallet,desktop,2.02,travel,1,0,1,M,Friday,22.95,0
77278,215.63,5,31,2528,14,debit_card,mobile,28.66,electronics,3,0,1,M,Friday,174.88,1
77279,32.67,13,58,3491,10,wallet,desktop,2.79,clothing,3,0,1,M,Sunday,37.53,0
77280,6.53,0,68,963,7,wallet,desktop,2.53,electronics,7,0,1,Other,Sunday,4.83,0
77281,7.66,20,31,2880,9,credit_card,desktop,5.84,beauty,2,0,1,F,Sunday,9.39,0
77282,164.72,17,26,1555,21,credit_card,desktop,1.73,clothing,6,0,1,F,Monday,203.23,0
77283,48.12,4,37,2328,10,wallet,mobile,4.86,travel,4,0,1,M,Thursday,54.64,0
77284,10.48,20,57,877,18,credit_card,desktop,38.26,clothing,2,0,1,F,Friday,6.37,0
77285,41.98,4,26,3234,13,debit_card,desktop,6.94,electronics,1,0,1,M,Monday,51.75,0
77286,13.04,18,61,1323,18,credit_card,desktop,18.29,electronics,2,0,1,F,Thursday,12.81,0
77287,4.39,15,19,159,15,credit_card,desktop,27.25,clothing,3,0,1,M,Monday,3.34,0
77288,21.21,21,18,356,25,debit_card,mobile,1.0,clothing,4,0,0,M,Sunday,18.34,0
77289,29.7,22,62,2010,26,credit_card,mobile,4.02,clothing,3,0,1,F,Saturday,23.43,0
77290,6.25,23,24,962,14,debit_card,mobile,18.0,beauty,1,0,1,M,Thursday,4.55,0
77291,8.53,17,20,1580,17,debit_card,desktop,7.37,beauty,5,0,1,M,Wednesday,7.37,0
77292,11.0,4,54,1114,15,credit_card,mobile,11.48,groceries,3,0,1,M,Saturday,15.28,0
77293,24.43,10,70,2845,18,debit_card,mobile,39.74,digital_goods,1,0,1,M,Tuesday,29.54,0
77294,34.08,21,70,745,12,paypal,desktop,53.29,home,3,0,1,M,Friday,28.91,0
77295,7.08,14,66,3594,15,credit_card,mobile,4.61,clothing,3,0,1,M,Sunday,9.27,0
77296,16.74,10,63,437,14,wallet,desktop,31.63,clothing,2,0,1,M,Sunday,14.51,0
77297,18.71,22,56,3605,14,credit_card,mobile,5.26,clothing,7,0,1,M,Tuesday,20.61,0
77298,5.27,19,37,491,16,debit_card,mobile,52.14,travel,2,1,1,M,Monday,,0
77299,37.52,1,45,808,16,wallet,mobile,16.35,electronics,4,0,1,F,Monday,40.99,0
77300,54.42,17,74,2395,13,debit_card,desktop,21.42,clothing,4,0,1,M,Thursday,56.7,0
77301,40.93,8,47,717,17,credit_card,mobile,19.29,electronics,3,0,1,F,Friday,55.62,0
77302,7.99,12,35,12,10,paypal,desktop,18.4,clothing,7,1,0,F,Tuesday,,0
77303,54.49,18,35,1597,13,wallet,desktop,30.32,groceries,1,0,1,M,Tuesday,64.95,0
77304,27.08,9,25,1009,23,wallet,mobile,39.21,electronics,3,0,1,M,Friday,36.02,0
77305,80.04,1,71,99,20,paypal,mobile,3.22,electronics,4,0,1,F,Tuesday,95.3,0
77306,48.34,19,65,1983,15,paypal,mobile,8.41,groceries,1,0,1,M,Monday,54.73,1
77307,40.94,16,67,1768,11,paypal,desktop,26.14,electronics,4,0,1,M,Friday,27.06,0
77308,22.6,12,56,547,13,credit_card,desktop,17.38,clothing,1,0,1,M,Sunday,29.66,0
77309,77.96,3,28,2236,11,credit_card,tablet,4.6,toys,3,0,1,F,Tuesday,94.95,0
77310,9.55,10,63,3060,18,debit_card,mobile,19.99,digital_goods,3,0,1,M,Tuesday,11.8,0
77311,8.47,11,54,1487,21,credit_card,mobile,25.09,electronics,3,0,1,F,Monday,5.26,0
77312,464.99,10,30,1486,22,debit_card,desktop,0.41,digital_goods,2,0,1,M,Thursday,582.25,0
77313,4.29,4,38,1050,17,debit_card,mobile,13.41,toys,1,0,1,M,Wednesday,3.96,0
77314,9.1,17,61,2824,16,credit_card,desktop,5.75,toys,2,0,1,F,Tuesday,6.11,0
77315,66.93,14,26,155,15,credit_card,mobile,2.47,clothing,2,0,1,F,Saturday,85.31,0
77316,5.89,0,41,2121,14,debit_card,desktop,27.28,electronics,2,0,1,M,Monday,8.13,0
77317,62.58,22,18,446,13,credit_card,desktop,8.34,groceries,3,0,0,F,Thursday,52.94,0
77318,102.19,23,58,2770,6,credit_card,desktop,0.5,clothing,2,0,1,F,Saturday,86.28,0
77319,115.14,13,35,2704,18,credit_card,mobile,44.06,home,2,0,1,Other,Thursday,76.35,0
77320,32.03,16,37,855,15,paypal,mobile,1.93,groceries,1,0,1,M,Sunday,37.71,0
77321,9.27,13,39,2377,12,credit_card,mobile,1.66,clothing,4,0,1,M,Monday,6.11,0
77322,12.01,12,28,3646,14,credit_card,desktop,20.52,electronics,2,0,1,M,Friday,10.43,0
77323,106.18,20,41,3537,13,credit_card,tablet,0.55,clothing,3,0,0,M,Thursday,97.05,0
77324,4.64,15,48,2253,23,paypal,tablet,4.26,electronics,2,0,1,M,Sunday,4.32,0
77325,68.26,11,41,12,13,credit_card,mobile,11.28,home,5,0,1,M,Sunday,58.97,0
77326,6.0,6,65,780,17,debit_card,mobile,5.66,home,3,0,0,M,Thursday,6.8,0
77327,27.24,8,19,2410,24,credit_card,mobile,10.23,groceries,5,0,1,M,Thursday,23.29,0
77328,16.07,11,34,2360,17,debit_card,tablet,50.31,groceries,1,0,1,F,Sunday,14.47,0
77329,19.24,8,39,2343,19,wallet,mobile,10.41,groceries,3,0,1,F,Tuesday,19.92,0
77330,114.61,7,50,411,17,credit_card,mobile,10.53,travel,2,0,1,M,Saturday,71.29,0
77331,17.48,20,50,172,15,credit_card,mobile,4.68,toys,1,0,1,M,Tuesday,13.01,0
77332,85.01,8,61,2363,20,credit_card,mobile,17.85,electronics,5,0,1,Other,Saturday,101.8,0
